No 	 BlockSection 	 TDS_ID 	 startX 	 endX 	 length 
1 	 @103-B6@ 	 6-32.930000-334.000556-6 	 33.257000 	 33.407501 	 0.150501
2 	 @103-B6@ 	 6-334.000556-33.240000-6 	 33.407501 	 33.558000 	 0.150499
1 	 @104-B6@ 	 6-33.240000-337.000556-6 	 33.558000 	 33.708500 	 0.150500
2 	 @104-B6@ 	 6-337.000556-33.550000-6 	 33.708500 	 33.859000 	 0.150500
1 	 @105-B6@ 	 6-33.550000-340.000556-6 	 33.859000 	 34.009499 	 0.150499
2 	 @105-B6@ 	 6-340.000556-33.860000-6 	 34.009499 	 34.160000 	 0.150501
1 	 @106-B6@ 	 6-33.860000-344.000556-6 	 34.160000 	 34.310501 	 0.150501
2 	 @106-B6@ 	 6-344.000556-34.170000-6 	 34.310501 	 34.461000 	 0.150499
1 	 @107-B6@ 	 6-34.170000-347.000556-6 	 34.461000 	 34.611500 	 0.150500
2 	 @107-B6@ 	 6-347.000556-34.480000-6 	 34.611500 	 34.762000 	 0.150500
1 	 @108-B6@ 	 6-34.480000-350.000556-6 	 34.762000 	 34.912498 	 0.150498
2 	 @108-B6@ 	 6-350.000556-34.790000-6 	 34.912498 	 35.063000 	 0.150502
1 	 @109-B6@ 	 6-34.790000-34.790556-6 	 35.063000 	 35.099499 	 0.036499
2 	 @109-B6@ 	 6-34.790556-354.000000-6 	 35.099499 	 35.136000 	 0.036501
3 	 @109-B6@ 	 6-354.000000-355.000556-6 	 35.136000 	 35.272999 	 0.136999
4 	 @109-B6@ 	 6-355.000556-357.000000-6 	 35.272999 	 35.410000 	 0.137001
5 	 @109-B6@ 	 6-357.000000-357.000556-6 	 35.410000 	 35.411999 	 0.001999
6 	 @109-B6@ 	 6-357.000556-35.100000-6 	 35.411999 	 35.414000 	 0.002001
1 	 @110-B6@ 	 6-35.100000-359.000556-6 	 35.414000 	 35.539501 	 0.125501
2 	 @110-B6@ 	 6-359.000556-35.410000-6 	 35.539501 	 35.665000 	 0.125499
1 	 @111-B6@ 	 6-35.410000-362.000000-6 	 35.665000 	 35.693000 	 0.028000
2 	 @111-B6@ 	 6-362.000000-364.000556-6 	 35.693000 	 35.829498 	 0.136498
3 	 @111-B6@ 	 6-364.000556-35.720000-6 	 35.829498 	 35.966000 	 0.136502
1 	 @112-B6@ 	 6-35.720000-366.000556-6 	 35.966000 	 36.116501 	 0.150501
2 	 @112-B6@ 	 6-366.000556-36.030000-6 	 36.116501 	 36.267000 	 0.150499
1 	 @113-B6@ 	 6-36.030000-369.000556-6 	 36.267000 	 36.417500 	 0.150500
2 	 @113-B6@ 	 6-369.000556-36.340000-6 	 36.417500 	 36.568000 	 0.150500
1 	 @114-B6@ 	 6-36.340000-372.000556-6 	 36.568000 	 36.718498 	 0.150498
2 	 @114-B6@ 	 6-372.000556-36.650000-6 	 36.718498 	 36.869000 	 0.150502
1 	 @115-B6@ 	 6-36.650000-375.000556-6 	 36.869000 	 37.019501 	 0.150501
2 	 @115-B6@ 	 6-375.000556-36.960000-6 	 37.019501 	 37.170000 	 0.150499
1 	 @116-B6@ 	 6-36.960000-379.000556-6 	 37.170000 	 37.320499 	 0.150499
2 	 @116-B6@ 	 6-379.000556-37.270000-6 	 37.320499 	 37.471000 	 0.150501
1 	 @117-B6@ 	 6-37.270000-383.000556-6 	 37.471000 	 37.621498 	 0.150498
2 	 @117-B6@ 	 6-383.000556-37.580000-6 	 37.621498 	 37.772000 	 0.150502
1 	 @118-B6@ 	 6-37.580000-386.000556-6 	 37.772000 	 37.922501 	 0.150501
2 	 @118-B6@ 	 6-386.000556-37.890000-6 	 37.922501 	 38.073000 	 0.150499
1 	 @119-B6@ 	 6-37.890000-390.000556-6 	 38.073000 	 38.223499 	 0.150499
2 	 @119-B6@ 	 6-390.000556-38.200000-6 	 38.223499 	 38.374000 	 0.150501
1 	 @120-B6@ 	 6-38.200000-393.000556-6 	 38.374000 	 38.524502 	 0.150502
2 	 @120-B6@ 	 6-393.000556-38.510000-6 	 38.524502 	 38.675000 	 0.150498
1 	 @121-B6@ 	 6-38.510000-396.000556-6 	 38.675000 	 38.825500 	 0.150500
2 	 @121-B6@ 	 6-396.000556-38.820000-6 	 38.825500 	 38.976000 	 0.150500
1 	 @122-B6@ 	 6-38.820000-399.000556-6 	 38.976000 	 39.126499 	 0.150499
2 	 @122-B6@ 	 6-399.000556-39.130000-6 	 39.126499 	 39.277000 	 0.150501
1 	 @123-B6@ 	 6-39.130000-401.000000-6 	 39.277000 	 39.294000 	 0.017000
2 	 @123-B6@ 	 6-401.000000-402.000556-6 	 39.294000 	 39.407001 	 0.113001
3 	 @123-B6@ 	 6-402.000556-405.000000-6 	 39.407001 	 39.520000 	 0.112999
4 	 @123-B6@ 	 6-405.000000-405.000556-6 	 39.520000 	 39.549000 	 0.029000
5 	 @123-B6@ 	 6-405.000556-39.440000-6 	 39.549000 	 39.578000 	 0.029000
1 	 @124-B6@ 	 6-39.440000-407.000556-6 	 39.578000 	 39.728500 	 0.150500
2 	 @124-B6@ 	 6-407.000556-39.750000-6 	 39.728500 	 39.879000 	 0.150500
1 	 @125-B6@ 	 6-39.750000-410.000556-6 	 39.879000 	 40.029499 	 0.150499
2 	 @125-B6@ 	 6-410.000556-40.060000-6 	 40.029499 	 40.180000 	 0.150501
1 	 @126-B6@ 	 6-40.060000-413.000556-6 	 40.180000 	 40.330502 	 0.150502
2 	 @126-B6@ 	 6-413.000556-40.370000-6 	 40.330502 	 40.481000 	 0.150498
1 	 @127-B6@ 	 6-40.370000-416.000556-6 	 40.481000 	 40.631500 	 0.150500
2 	 @127-B6@ 	 6-416.000556-40.680000-6 	 40.631500 	 40.782000 	 0.150500
1 	 @128-B6@ 	 6-40.680000-420.000556-6 	 40.782000 	 40.932499 	 0.150499
2 	 @128-B6@ 	 6-420.000556-40.990000-6 	 40.932499 	 41.083000 	 0.150501
1 	 @129-B6@ 	 6-40.990000-422.000556-6 	 41.083000 	 41.208500 	 0.125500
2 	 @129-B6@ 	 6-422.000556-41.300000-6 	 41.208500 	 41.334000 	 0.125500
1 	 @130-B6@ 	 6-41.300000-41.300556-6 	 41.334000 	 41.382999 	 0.048999
2 	 @130-B6@ 	 6-41.300556-426.000000-6 	 41.382999 	 41.432000 	 0.049001
3 	 @130-B6@ 	 6-426.000000-426.000556-6 	 41.432000 	 41.436501 	 0.004501
4 	 @130-B6@ 	 6-426.000556-427.000000-6 	 41.436501 	 41.441000 	 0.004499
5 	 @130-B6@ 	 6-427.000000-427.000556-6 	 41.441000 	 41.478500 	 0.037500
6 	 @130-B6@ 	 6-427.000556-428.000000-6 	 41.478500 	 41.516000 	 0.037500
7 	 @130-B6@ 	 6-428.000000-429.000556-6 	 41.516000 	 41.583000 	 0.067000
8 	 @130-B6@ 	 6-429.000556-431.000000-6 	 41.583000 	 41.650000 	 0.067000
9 	 @130-B6@ 	 6-431.000000-431.000556-6 	 41.650000 	 41.652000 	 0.002000
10 	 @130-B6@ 	 6-431.000556-41.610000-6 	 41.652000 	 41.654000 	 0.002000
1 	 @131-B6@ 	 6-41.610000-432.000556-6 	 41.654000 	 41.737000 	 0.083000
2 	 @131-B6@ 	 6-432.000556-434.000000-6 	 41.737000 	 41.820000 	 0.083000
3 	 @131-B6@ 	 6-434.000000-434.000556-6 	 41.820000 	 41.860500 	 0.040500
4 	 @131-B6@ 	 6-434.000556-41.920000-6 	 41.860500 	 41.901000 	 0.040500
1 	 @132-B6@ 	 6-41.920000-436.000556-6 	 41.901000 	 41.950500 	 0.049500
2 	 @132-B6@ 	 6-436.000556-437.000000-6 	 41.950500 	 42.000000 	 0.049500
3 	 @132-B6@ 	 6-437.000000-438.000556-6 	 42.000000 	 42.025501 	 0.025501
4 	 @132-B6@ 	 6-438.000556-439.000000-6 	 42.025501 	 42.051000 	 0.025499
1 	 @0-B7@ 	 7-1.000000-2.000556-7 	 2.820000 	 2.970500 	 0.150500
2 	 @0-B7@ 	 7-2.000556-1.310000-7 	 2.970500 	 3.121000 	 0.150500
1 	 @1-B7@ 	 7-1.310000-1.310556-7 	 3.121000 	 3.154500 	 0.033500
2 	 @1-B7@ 	 7-1.310556-5.000000-7 	 3.154500 	 3.188000 	 0.033500
3 	 @1-B7@ 	 7-5.000000-6.000556-7 	 3.188000 	 3.305000 	 0.117000
4 	 @1-B7@ 	 7-6.000556-1.620000-7 	 3.305000 	 3.422000 	 0.117000
1 	 @2-B7@ 	 7-1.620000-9.000000-7 	 3.422000 	 3.466000 	 0.044000
2 	 @2-B7@ 	 7-9.000000-10.000556-7 	 3.466000 	 3.594500 	 0.128500
3 	 @2-B7@ 	 7-10.000556-1.930000-7 	 3.594500 	 3.723000 	 0.128500
1 	 @3-B7@ 	 7-1.930000-13.000556-7 	 3.723000 	 3.868500 	 0.145500
2 	 @3-B7@ 	 7-13.000556-2.240000-7 	 3.868500 	 4.014000 	 0.145500
1 	 @4-B7@ 	 7-2.240000-15.000556-7 	 4.014000 	 4.042000 	 0.028000
2 	 @4-B7@ 	 7-15.000556-16.000000-7 	 4.042000 	 4.070000 	 0.028000
3 	 @4-B7@ 	 7-16.000000-17.000556-7 	 4.070000 	 4.197000 	 0.127000
4 	 @4-B7@ 	 7-17.000556-2.550000-7 	 4.197000 	 4.324000 	 0.127000
1 	 @5-B7@ 	 7-2.550000-20.000556-7 	 4.324000 	 4.422000 	 0.098000
2 	 @5-B7@ 	 7-20.000556-21.000000-7 	 4.422000 	 4.520000 	 0.098000
3 	 @5-B7@ 	 7-21.000000-21.000556-7 	 4.520000 	 4.570000 	 0.050000
4 	 @5-B7@ 	 7-21.000556-22.000000-7 	 4.570000 	 4.620000 	 0.050000
5 	 @5-B7@ 	 7-22.000000-22.000556-7 	 4.620000 	 4.622000 	 0.002000
6 	 @5-B7@ 	 7-22.000556-2.860000-7 	 4.622000 	 4.624000 	 0.002000
1 	 @6-B7@ 	 7-2.860000-23.000556-7 	 4.624000 	 4.774000 	 0.150000
2 	 @6-B7@ 	 7-23.000556-3.170000-7 	 4.774000 	 4.924000 	 0.150000
1 	 @7-B7@ 	 7-3.170000-26.000556-7 	 4.924000 	 5.074000 	 0.150000
2 	 @7-B7@ 	 7-26.000556-3.480000-7 	 5.074000 	 5.224000 	 0.150000
1 	 @8-B7@ 	 7-3.480000-29.000556-7 	 5.224000 	 5.374000 	 0.150000
2 	 @8-B7@ 	 7-29.000556-3.790000-7 	 5.374000 	 5.524000 	 0.150000
1 	 @9-B7@ 	 7-3.790000-33.000556-7 	 5.524000 	 5.674000 	 0.150000
2 	 @9-B7@ 	 7-33.000556-4.100000-7 	 5.674000 	 5.824000 	 0.150000
1 	 @10-B7@ 	 7-4.100000-36.000556-7 	 5.824000 	 5.974000 	 0.150000
2 	 @10-B7@ 	 7-36.000556-4.410000-7 	 5.974000 	 6.124000 	 0.150000
1 	 @11-B7@ 	 7-4.410000-39.000556-7 	 6.124000 	 6.274000 	 0.150000
2 	 @11-B7@ 	 7-39.000556-4.720000-7 	 6.274000 	 6.424000 	 0.150000
1 	 @12-B7@ 	 7-4.720000-42.000556-7 	 6.424000 	 6.574000 	 0.150000
2 	 @12-B7@ 	 7-42.000556-5.030000-7 	 6.574000 	 6.724000 	 0.150000
1 	 @13-B7@ 	 7-5.030000-45.000556-7 	 6.724000 	 6.874000 	 0.150000
2 	 @13-B7@ 	 7-45.000556-5.340000-7 	 6.874000 	 7.024000 	 0.150000
1 	 @14-B7@ 	 7-5.340000-48.000556-7 	 7.024000 	 7.174000 	 0.150000
2 	 @14-B7@ 	 7-48.000556-5.650000-7 	 7.174000 	 7.324000 	 0.150000
1 	 @15-B7@ 	 7-5.650000-52.000556-7 	 7.324000 	 7.474000 	 0.150000
2 	 @15-B7@ 	 7-52.000556-5.960000-7 	 7.474000 	 7.624000 	 0.150000
1 	 @16-B7@ 	 7-5.960000-55.000556-7 	 7.624000 	 7.774000 	 0.150000
2 	 @16-B7@ 	 7-55.000556-6.270000-7 	 7.774000 	 7.924000 	 0.150000
1 	 @17-B7@ 	 7-6.270000-58.000556-7 	 7.924000 	 8.074500 	 0.150500
2 	 @17-B7@ 	 7-58.000556-6.580000-7 	 8.074500 	 8.225000 	 0.150500
1 	 @18-B7@ 	 7-6.580000-61.000556-7 	 8.225000 	 8.375500 	 0.150500
2 	 @18-B7@ 	 7-61.000556-6.890000-7 	 8.375500 	 8.526000 	 0.150500
1 	 @19-B7@ 	 7-6.890000-64.000556-7 	 8.526000 	 8.623000 	 0.097000
2 	 @19-B7@ 	 7-64.000556-65.000000-7 	 8.623000 	 8.720000 	 0.097000
3 	 @19-B7@ 	 7-65.000000-65.000556-7 	 8.720000 	 8.724500 	 0.004500
4 	 @19-B7@ 	 7-65.000556-66.000000-7 	 8.724500 	 8.729000 	 0.004500
5 	 @19-B7@ 	 7-66.000000-66.000556-7 	 8.729000 	 8.778000 	 0.049000
6 	 @19-B7@ 	 7-66.000556-7.200000-7 	 8.778000 	 8.827000 	 0.049000
1 	 @20-B7@ 	 7-7.200000-69.000556-7 	 8.827000 	 8.977500 	 0.150500
2 	 @20-B7@ 	 7-69.000556-7.510000-7 	 8.977500 	 9.128000 	 0.150500
1 	 @21-B7@ 	 7-7.510000-72.000556-7 	 9.128000 	 9.278500 	 0.150500
2 	 @21-B7@ 	 7-72.000556-7.820000-7 	 9.278500 	 9.429000 	 0.150500
1 	 @22-B7@ 	 7-7.820000-75.000556-7 	 9.429000 	 9.579500 	 0.150500
2 	 @22-B7@ 	 7-75.000556-8.130000-7 	 9.579500 	 9.730000 	 0.150500
1 	 @23-B7@ 	 7-8.130000-78.000556-7 	 9.730000 	 9.880500 	 0.150500
2 	 @23-B7@ 	 7-78.000556-8.440000-7 	 9.880500 	 10.031000 	 0.150500
1 	 @24-B7@ 	 7-8.440000-81.000556-7 	 10.031000 	 10.181500 	 0.150500
2 	 @24-B7@ 	 7-81.000556-8.750000-7 	 10.181500 	 10.332000 	 0.150500
1 	 @25-B7@ 	 7-8.750000-84.000556-7 	 10.332000 	 10.482500 	 0.150500
2 	 @25-B7@ 	 7-84.000556-9.060000-7 	 10.482500 	 10.633000 	 0.150500
1 	 @26-B7@ 	 7-9.060000-87.000556-7 	 10.633000 	 10.783500 	 0.150500
2 	 @26-B7@ 	 7-87.000556-9.370000-7 	 10.783500 	 10.934000 	 0.150500
1 	 @27-B7@ 	 7-9.370000-91.000556-7 	 10.934000 	 11.084500 	 0.150500
2 	 @27-B7@ 	 7-91.000556-9.680000-7 	 11.084500 	 11.235000 	 0.150500
1 	 @28-B7@ 	 7-9.680000-94.000556-7 	 11.235000 	 11.385500 	 0.150500
2 	 @28-B7@ 	 7-94.000556-9.990000-7 	 11.385500 	 11.536000 	 0.150500
1 	 @29-B7@ 	 7-9.990000-97.000556-7 	 11.536000 	 11.686500 	 0.150500
2 	 @29-B7@ 	 7-97.000556-10.300000-7 	 11.686500 	 11.837000 	 0.150500
1 	 @30-B7@ 	 7-10.300000-100.000556-7 	 11.837000 	 11.987500 	 0.150500
2 	 @30-B7@ 	 7-100.000556-10.610000-7 	 11.987500 	 12.138000 	 0.150500
1 	 @31-B7@ 	 7-10.610000-10.610556-7 	 12.138000 	 12.182500 	 0.044500
2 	 @31-B7@ 	 7-10.610556-104.000000-7 	 12.182500 	 12.227000 	 0.044500
3 	 @31-B7@ 	 7-104.000000-104.000556-7 	 12.227000 	 12.303500 	 0.076500
4 	 @31-B7@ 	 7-104.000556-106.000000-7 	 12.303500 	 12.380000 	 0.076500
5 	 @31-B7@ 	 7-106.000000-106.000556-7 	 12.380000 	 12.394500 	 0.014500
6 	 @31-B7@ 	 7-106.000556-10.920000-7 	 12.394500 	 12.409000 	 0.014500
1 	 @32-B7@ 	 7-10.920000-109.000556-7 	 12.409000 	 12.544500 	 0.135500
2 	 @32-B7@ 	 7-109.000556-11.230000-7 	 12.544500 	 12.680000 	 0.135500
1 	 @33-B7@ 	 7-11.230000-111.000000-7 	 12.680000 	 12.697000 	 0.017000
2 	 @33-B7@ 	 7-111.000000-112.000556-7 	 12.697000 	 12.765500 	 0.068500
3 	 @33-B7@ 	 7-112.000556-114.000000-7 	 12.765500 	 12.834000 	 0.068500
4 	 @33-B7@ 	 7-114.000000-114.000556-7 	 12.834000 	 12.917500 	 0.083500
5 	 @33-B7@ 	 7-114.000556-11.540000-7 	 12.917500 	 13.001000 	 0.083500
1 	 @34-B7@ 	 7-11.540000-117.000556-7 	 13.001000 	 13.161500 	 0.160500
2 	 @34-B7@ 	 7-117.000556-11.850000-7 	 13.161500 	 13.322000 	 0.160500
1 	 @35-B7@ 	 7-11.850000-120.000556-7 	 13.322000 	 13.482500 	 0.160500
2 	 @35-B7@ 	 7-120.000556-12.160000-7 	 13.482500 	 13.643000 	 0.160500
1 	 @36-B7@ 	 7-12.160000-123.000556-7 	 13.643000 	 13.793500 	 0.150500
2 	 @36-B7@ 	 7-123.000556-12.470000-7 	 13.793500 	 13.944000 	 0.150500
1 	 @37-B7@ 	 7-12.470000-126.000556-7 	 13.944000 	 14.094500 	 0.150500
2 	 @37-B7@ 	 7-126.000556-12.780000-7 	 14.094500 	 14.245000 	 0.150500
1 	 @38-B7@ 	 7-12.780000-129.000556-7 	 14.245000 	 14.395500 	 0.150500
2 	 @38-B7@ 	 7-129.000556-13.090000-7 	 14.395500 	 14.546000 	 0.150500
1 	 @39-B7@ 	 7-13.090000-132.000556-7 	 14.546000 	 14.696500 	 0.150500
2 	 @39-B7@ 	 7-132.000556-13.400000-7 	 14.696500 	 14.847000 	 0.150500
1 	 @40-B7@ 	 7-13.400000-135.000556-7 	 14.847000 	 14.997500 	 0.150500
2 	 @40-B7@ 	 7-135.000556-13.710000-7 	 14.997500 	 15.148000 	 0.150500
1 	 @41-B7@ 	 7-13.710000-138.000556-7 	 15.148000 	 15.298500 	 0.150500
2 	 @41-B7@ 	 7-138.000556-14.020000-7 	 15.298500 	 15.449000 	 0.150500
1 	 @42-B7@ 	 7-14.020000-141.000556-7 	 15.449000 	 15.599500 	 0.150500
2 	 @42-B7@ 	 7-141.000556-14.330000-7 	 15.599500 	 15.750000 	 0.150500
1 	 @43-B7@ 	 7-14.330000-144.000556-7 	 15.750000 	 15.900500 	 0.150500
2 	 @43-B7@ 	 7-144.000556-14.640000-7 	 15.900500 	 16.051000 	 0.150500
1 	 @44-B7@ 	 7-14.640000-147.000556-7 	 16.051000 	 16.201000 	 0.150000
2 	 @44-B7@ 	 7-147.000556-14.950000-7 	 16.201000 	 16.351000 	 0.150000
1 	 @45-B7@ 	 7-14.950000-150.000556-7 	 16.351000 	 16.500999 	 0.149999
2 	 @45-B7@ 	 7-150.000556-15.260000-7 	 16.500999 	 16.651000 	 0.150001
1 	 @46-B7@ 	 7-15.260000-153.000556-7 	 16.651000 	 16.801001 	 0.150001
2 	 @46-B7@ 	 7-153.000556-15.570000-7 	 16.801001 	 16.951000 	 0.149999
1 	 @47-B7@ 	 7-15.570000-156.000556-7 	 16.951000 	 17.101000 	 0.150000
2 	 @47-B7@ 	 7-156.000556-15.880000-7 	 17.101000 	 17.251000 	 0.150000
1 	 @48-B7@ 	 7-15.880000-159.000000-7 	 17.251000 	 17.260000 	 0.009000
2 	 @48-B7@ 	 7-159.000000-160.000556-7 	 17.260000 	 17.330500 	 0.070500
3 	 @48-B7@ 	 7-160.000556-16.190000-7 	 17.330500 	 17.401000 	 0.070500
1 	 @49-B7@ 	 7-16.190000-162.000556-7 	 17.401000 	 17.551001 	 0.150001
2 	 @49-B7@ 	 7-162.000556-16.500000-7 	 17.551001 	 17.701000 	 0.149999
1 	 @50-B7@ 	 7-16.500000-166.000556-7 	 17.701000 	 17.747499 	 0.046499
2 	 @50-B7@ 	 7-166.000556-167.000000-7 	 17.747499 	 17.794000 	 0.046501
3 	 @50-B7@ 	 7-167.000000-168.000556-7 	 17.794000 	 17.897499 	 0.103499
4 	 @50-B7@ 	 7-168.000556-16.810000-7 	 17.897499 	 18.001000 	 0.103501
1 	 @51-B7@ 	 7-16.810000-171.000556-7 	 18.001000 	 18.150999 	 0.149999
2 	 @51-B7@ 	 7-171.000556-17.120000-7 	 18.150999 	 18.301000 	 0.150001
1 	 @52-B7@ 	 7-17.120000-174.000556-7 	 18.301000 	 18.451000 	 0.150000
2 	 @52-B7@ 	 7-174.000556-17.430000-7 	 18.451000 	 18.601000 	 0.150000
1 	 @53-B7@ 	 7-17.430000-177.000556-7 	 18.601000 	 18.750999 	 0.149999
2 	 @53-B7@ 	 7-177.000556-17.740000-7 	 18.750999 	 18.901000 	 0.150001
1 	 @54-B7@ 	 7-17.740000-180.000556-7 	 18.901000 	 19.051001 	 0.150001
2 	 @54-B7@ 	 7-180.000556-18.050000-7 	 19.051001 	 19.201000 	 0.149999
1 	 @55-B7@ 	 7-18.050000-183.000556-7 	 19.201000 	 19.351000 	 0.150000
2 	 @55-B7@ 	 7-183.000556-18.360000-7 	 19.351000 	 19.501000 	 0.150000
1 	 @56-B7@ 	 7-18.360000-186.000556-7 	 19.501000 	 19.650999 	 0.149999
2 	 @56-B7@ 	 7-186.000556-18.670000-7 	 19.650999 	 19.801000 	 0.150001
1 	 @57-B7@ 	 7-18.670000-189.000556-7 	 19.801000 	 19.951000 	 0.150000
2 	 @57-B7@ 	 7-189.000556-18.980000-7 	 19.951000 	 20.101000 	 0.150000
1 	 @58-B7@ 	 7-18.980000-193.000556-7 	 20.101000 	 20.250999 	 0.149999
2 	 @58-B7@ 	 7-193.000556-19.290000-7 	 20.250999 	 20.401000 	 0.150001
1 	 @59-B7@ 	 7-19.290000-196.000556-7 	 20.401000 	 20.551001 	 0.150001
2 	 @59-B7@ 	 7-196.000556-19.600000-7 	 20.551001 	 20.701000 	 0.149999
1 	 @60-B7@ 	 7-19.600000-199.000556-7 	 20.701000 	 20.851000 	 0.150000
2 	 @60-B7@ 	 7-199.000556-19.910000-7 	 20.851000 	 21.001000 	 0.150000
1 	 @61-B7@ 	 7-19.910000-202.000556-7 	 21.001000 	 21.150999 	 0.149999
2 	 @61-B7@ 	 7-202.000556-20.220000-7 	 21.150999 	 21.301000 	 0.150001
1 	 @62-B7@ 	 7-20.220000-205.000556-7 	 21.301000 	 21.451000 	 0.150000
2 	 @62-B7@ 	 7-205.000556-20.530000-7 	 21.451000 	 21.601000 	 0.150000
1 	 @63-B7@ 	 7-20.530000-208.000556-7 	 21.601000 	 21.750999 	 0.149999
2 	 @63-B7@ 	 7-208.000556-20.840000-7 	 21.750999 	 21.901000 	 0.150001
1 	 @64-B7@ 	 7-20.840000-211.000556-7 	 21.901000 	 22.051001 	 0.150001
2 	 @64-B7@ 	 7-211.000556-21.150000-7 	 22.051001 	 22.201000 	 0.149999
1 	 @65-B7@ 	 7-21.150000-214.000556-7 	 22.201000 	 22.351000 	 0.150000
2 	 @65-B7@ 	 7-214.000556-21.460000-7 	 22.351000 	 22.501000 	 0.150000
1 	 @66-B7@ 	 7-21.460000-216.000556-7 	 22.501000 	 22.551001 	 0.050001
2 	 @66-B7@ 	 7-216.000556-21.770000-7 	 22.551001 	 22.601000 	 0.049999
1 	 @67-B7@ 	 7-21.770000-217.000556-7 	 22.601000 	 22.660500 	 0.059500
2 	 @67-B7@ 	 7-217.000556-218.000000-7 	 22.660500 	 22.720000 	 0.059500
3 	 @67-B7@ 	 7-218.000000-219.000556-7 	 22.720000 	 22.810499 	 0.090499
4 	 @67-B7@ 	 7-219.000556-22.080000-7 	 22.810499 	 22.901000 	 0.090501
1 	 @68-B7@ 	 7-22.080000-222.000556-7 	 22.901000 	 23.051001 	 0.150001
2 	 @68-B7@ 	 7-222.000556-22.390000-7 	 23.051001 	 23.201000 	 0.149999
1 	 @69-B7@ 	 7-22.390000-225.000556-7 	 23.201000 	 23.228001 	 0.027001
2 	 @69-B7@ 	 7-225.000556-226.000000-7 	 23.228001 	 23.255000 	 0.026999
3 	 @69-B7@ 	 7-226.000000-227.000556-7 	 23.255000 	 23.411501 	 0.156501
4 	 @69-B7@ 	 7-227.000556-230.000000-7 	 23.411501 	 23.568000 	 0.156499
5 	 @69-B7@ 	 7-230.000000-230.000556-7 	 23.568000 	 23.584499 	 0.016499
6 	 @69-B7@ 	 7-230.000556-22.700000-7 	 23.584499 	 23.601000 	 0.016501
1 	 @70-B7@ 	 7-22.700000-231.000556-7 	 23.601000 	 23.701000 	 0.100000
2 	 @70-B7@ 	 7-231.000556-23.010000-7 	 23.701000 	 23.801000 	 0.100000
1 	 @71-B7@ 	 7-23.010000-234.000556-7 	 23.801000 	 23.951000 	 0.150000
2 	 @71-B7@ 	 7-234.000556-23.320000-7 	 23.951000 	 24.101000 	 0.150000
1 	 @72-B7@ 	 7-23.320000-237.000556-7 	 24.101000 	 24.250999 	 0.149999
2 	 @72-B7@ 	 7-237.000556-23.630000-7 	 24.250999 	 24.401000 	 0.150001
1 	 @73-B7@ 	 7-23.630000-240.000556-7 	 24.401000 	 24.551001 	 0.150001
2 	 @73-B7@ 	 7-240.000556-23.940000-7 	 24.551001 	 24.701000 	 0.149999
1 	 @74-B7@ 	 7-23.940000-243.000556-7 	 24.701000 	 24.851000 	 0.150000
2 	 @74-B7@ 	 7-243.000556-24.250000-7 	 24.851000 	 25.001000 	 0.150000
1 	 @75-B7@ 	 7-24.250000-246.000556-7 	 25.001000 	 25.150999 	 0.149999
2 	 @75-B7@ 	 7-246.000556-24.560000-7 	 25.150999 	 25.301000 	 0.150001
1 	 @76-B7@ 	 7-24.560000-250.000556-7 	 25.301000 	 25.451000 	 0.150000
2 	 @76-B7@ 	 7-250.000556-24.870000-7 	 25.451000 	 25.601000 	 0.150000
1 	 @77-B7@ 	 7-24.870000-253.000556-7 	 25.601000 	 25.750999 	 0.149999
2 	 @77-B7@ 	 7-253.000556-25.180000-7 	 25.750999 	 25.901000 	 0.150001
1 	 @78-B7@ 	 7-25.180000-256.000556-7 	 25.901000 	 26.051001 	 0.150001
2 	 @78-B7@ 	 7-256.000556-25.490000-7 	 26.051001 	 26.201000 	 0.149999
1 	 @79-B7@ 	 7-25.490000-259.000556-7 	 26.201000 	 26.351000 	 0.150000
2 	 @79-B7@ 	 7-259.000556-25.800000-7 	 26.351000 	 26.501000 	 0.150000
1 	 @80-B7@ 	 7-25.800000-262.000556-7 	 26.501000 	 26.650999 	 0.149999
2 	 @80-B7@ 	 7-262.000556-26.110000-7 	 26.650999 	 26.801000 	 0.150001
1 	 @81-B7@ 	 7-26.110000-265.000556-7 	 26.801000 	 26.951000 	 0.150000
2 	 @81-B7@ 	 7-265.000556-26.420000-7 	 26.951000 	 27.101000 	 0.150000
1 	 @82-B7@ 	 7-26.420000-268.000556-7 	 27.101000 	 27.250999 	 0.149999
2 	 @82-B7@ 	 7-268.000556-26.730000-7 	 27.250999 	 27.401000 	 0.150001
1 	 @83-B7@ 	 7-26.730000-271.000556-7 	 27.401000 	 27.551001 	 0.150001
2 	 @83-B7@ 	 7-271.000556-27.040000-7 	 27.551001 	 27.701000 	 0.149999
1 	 @84-B7@ 	 7-27.040000-274.000556-7 	 27.701000 	 27.775999 	 0.074999
2 	 @84-B7@ 	 7-274.000556-27.350000-7 	 27.775999 	 27.851000 	 0.075001
1 	 @85-B7@ 	 7-27.350000-27.350556-7 	 27.851000 	 27.879499 	 0.028499
2 	 @85-B7@ 	 7-27.350556-276.000000-7 	 27.879499 	 27.908000 	 0.028501
3 	 @85-B7@ 	 7-276.000000-277.000556-7 	 27.908000 	 28.006001 	 0.098001
4 	 @85-B7@ 	 7-277.000556-279.000000-7 	 28.006001 	 28.104000 	 0.097999
5 	 @85-B7@ 	 7-279.000000-280.000556-7 	 28.104000 	 28.127501 	 0.023501
6 	 @85-B7@ 	 7-280.000556-27.660000-7 	 28.127501 	 28.151000 	 0.023499
